start,open,high,low,close,volume,trades,action
1547485200000,3616.67,3634.99,3616.67,3627.71,1963.0592550000008,11100,0
1547488800000,3627.45,3647.97,3623.21,3628.01,1726.8701169999997,12065,0
1547492400000,3629.32,3644.22,3623.15,3638.08,1107.1605410000002,8955,0
1547496000000,3638.74,3665,3623.45,3629.45,1507.9308589999998,10972,0
1547499600000,3629.46,3629.46,3590,3623.7,1446.1652329999997,9277,0
1547503200000,3623.02,3633.13,3614.36,3622.86,852.109899,7258,0
1547506800000,3623,3635.99,3620,3626.09,904.7647539999999,7725,0
1547510400000,3626.08,3643.27,3624.22,3633.22,886.705047,8622,0
1547514000000,3632.88,3648.42,3631.93,3633.44,901.1426939999998,8455,0
1547517600000,3633.46,3636.97,3623.14,3624.98,833.865584,6896,0
1547521200000,3624.89,3632.07,3623,3629.38,637.583367,6502,0
1547524800000,3629.38,3631.86,3624.83,3627.19,785.0770539999999,6337,0
1547528400000,3627.4,3630.06,3612.48,3619.43,889.939896,6376,0
1547532000000,3619.14,3621.92,3610.12,3616.81,1309.3625259999997,7825,0
1547535600000,3616.03,3629.45,3616.03,3629.09,1118.7482679999998,8342,0
1547539200000,3629.09,3630.43,3616,3624.34,1091.3279449999998,6373,0
1547542800000,3623.64,3625.04,3578.07,3604.06,2603.2603560000002,13401,0
1547546400000,3604.51,3618,3591.02,3610.64,1608.0144510000007,8688,0
1547550000000,3610.56,3617.59,3606.37,3611.39,1017.4789559999999,7040,0
1547553600000,3612.1,3618,3591,3602.6,1149.622173,8173,0
1547557200000,3602.06,3634.75,3600,3624.78,1675.951607,10223,0
1547560800000,3624.96,3626.31,3612.91,3625.09,1501.9642220000003,9331,0
1547564400000,3625.09,3640.77,3580,3596.98,3168.354472999999,16913,0
1547568000000,3597.31,3610.73,3583.5,3599.01,1557.8439009999997,9893,0
1547571600000,3599.01,3604.5,3592.05,3602.37,1000.5667649999999,7536,0
1547575200000,3602.25,3607.62,3590.5,3596.98,1022.5890690000001,7592,0
1547578800000,3596.96,3605,3589.01,3604.14,811.1187589999998,6883,0
1547582400000,3604.14,3605,3516.62,3532.59,4462.085756,22231,1
1547586000000,3534.42,3550,3524.42,3539.33,1930.7630140000003,11416,1
1547589600000,3539.57,3557.5,3536.05,3543.97,1109.863839,8192,1
1547593200000,3543.97,3565.1,3542.43,3553.06,1064.7677370000004,8145,1
1547596800000,3553.06,3565.47,3543.51,3561.05,1070.8385540000002,7818,1
1547600400000,3561.05,3569.89,3558.34,3568.74,674.1164130000001,5901,1
1547604000000,3567.83,3568.79,3555.38,3564.83,762.1299330000002,6318,1
1547607600000,3564.85,3575.37,3560,3572.5,703.880532,6501,1
1547611200000,3572.55,3583.71,3570.57,3572.95,1437.6779549999997,7832,1
1547614800000,3572.63,3582.53,3570,3578.81,910.5712049999998,6754,0
1547618400000,3578.97,3580.89,3565.5,3569.93,801.8082539999997,6193,1
1547622000000,3570.12,3572,3552.25,3555.07,920.5165910000002,7673,1
1547625600000,3556.04,3599.99,3553.96,3585,1375.8090920000004,9849,0
1547629200000,3585.71,3603.96,3580,3580.63,1719.1667659999994,10254,0
1547632800000,3580.64,3597.62,3580.55,3585.46,712.24549,5934,0
1547636400000,3587.06,3593.85,3583.08,3589.02,510.83884500000005,4239,0
1547640000000,3589.08,3645,3589,3611.94,2079.2651530000003,12692,0
1547643600000,3611.11,3619.4,3574.93,3592.1,2109.1103020000005,12755,0
1547647200000,3592.11,3609.14,3587.11,3598.21,1271.276094,8874,0
1547650800000,3598.23,3612.24,3579,3590.22,1568.3253200000006,9834,0
1547654400000,3591.16,3594.51,3560.2,3581.57,1726.814006999999,11342,0
1547658000000,3582.01,3592,3581.59,3590.5,1005.3810689999998,7673,0
1547661600000,3590.51,3610,3576.81,3588.75,1479.794814,9592,0
1547665200000,3588.46,3592.16,3561.53,3576.4,1264.1323769999997,9295,0
1547668800000,3576.6,3582.81,3561.81,3577.91,897.5986499999999,7570,0
1547672400000,3577.91,3609,3575.31,3584.29,1259.1270360000005,8568,0
1547676000000,3584.29,3586.29,3576.05,3579.89,626.9742800000002,5835,0
1547679600000,3580.18,3598.98,3578,3591.84,592.7812449999999,5975,0
1547683200000,3591.84,3597.29,3582.08,3587.73,968.6260109999998,7014,0
1547686800000,3587.53,3600.51,3582.99,3593.46,778.0574219999999,6404,0
1547690400000,3593.46,3600,3551.16,3557.4,1102.6979399999993,7778,1
1547694000000,3558.57,3576.64,3556.82,3574.59,1455.8013699999997,9638,0
1547697600000,3574.57,3584.7,3568.17,3574.78,729.0265979999999,5748,0
1547701200000,3573.75,3580.84,3568.16,3571.56,634.092423,5267,0
1547704800000,3571.58,3587.95,3568.19,3577.22,787.333087,6996,0
1547708400000,3576.64,3584.36,3570,3584,699.825101,6430,0
1547712000000,3583.73,3585,3574,3581.69,727.9632390000002,6491,0
1547715600000,3580.76,3582.47,3567,3570.18,980.439212,7053,0
1547719200000,3570.56,3588.9,3530.39,3572.71,3209.8787669999997,16214,0
1547722800000,3572.71,3583.37,3569.75,3579.56,1199.338241,8000,0
1547726400000,3580.3,3581.51,3560.84,3570,911.8659429999999,7671,0
1547730000000,3569.34,3575.65,3563.02,3568.2,909.2830510000002,7386,0
1547733600000,3568.2,3579.57,3558.87,3575.83,1096.288328,8134,0
1547737200000,3575.83,3605,3570,3597.62,2046.588773,12797,0
1547740800000,3597.17,3633,3576.12,3581.98,2791.4562930000006,15367,0
1547744400000,3581.98,3600.98,3573,3594.27,1597.2028349999996,9652,0
1547748000000,3594.02,3618.78,3593.75,3605.69,1757.9066180000004,11128,0
1547751600000,3605.97,3613.91,3600.72,3604.95,1122.2459560000002,7909,0
1547755200000,3604.15,3610.59,3598,3605.46,680.8115530000003,6869,0
1547758800000,3606.05,3634.7,3597.5,3603.02,1440.5149390000004,9942,0
1547762400000,3603.02,3611.73,3590,3606.82,704.2911169999996,6803,0
1547766000000,3606.83,3626.79,3604.88,3616.21,1423.9060210000005,9149,0
1547769600000,3613.32,3620,3601.64,3607.42,636.1587229999999,6234,0
1547773200000,3608.18,3613.94,3594.35,3598.52,786.6098079999998,6188,0
1547776800000,3598.52,3610,3598.5,3603.2,561.75177,5046,0
1547780400000,3603.53,3606.08,3597.78,3600.87,498.41407300000014,5769,0
1547784000000,3600.87,3604.8,3585.7,3591.2,610.7647230000003,6065,0
1547787600000,3590.65,3600,3588.98,3598.43,808.2052329999998,5778,0
1547791200000,3598.34,3611.3,3596.3,3607.85,499.4015909999999,4987,0
1547794800000,3608.85,3611.99,3597,3604.01,928.654706,7555,0
1547798400000,3604.01,3619.8,3600,3604.07,1139.14914,8080,0
1547802000000,3604.33,3613,3601.5,3611.15,1062.679271,7597,0
1547805600000,3611.15,3616.12,3590,3594.97,2424.3780499999984,10752,1
1547809200000,3594.97,3600.67,3590,3599.01,985.9380770000001,6571,1
1547812800000,3599.08,3599.83,3576.68,3589.3,1316.5178530000005,8266,1
1547816400000,3589.53,3595.9,3583.4,3587.05,760.4645490000001,6621,1
1547820000000,3587.51,3593.56,3577.41,3590.63,1091.5841950000001,7793,1
1547823600000,3591.91,3611.95,3590,3610.68,1601.6144229999998,9170,1
1547827200000,3611.09,3612.07,3583.43,3590.75,1804.569351,9360,1
1547830800000,3590.23,3597.61,3565.75,3577.44,1216.4378769999996,8323,1
1547834400000,3577.44,3587.49,3575.23,3582.23,794.6876270000002,6880,1
1547838000000,3582.56,3589,3566.1,3587.91,678.5896429999998,6509,1
1547841600000,3588,3599.25,3585.98,3593.95,675.6153270000003,6615,1
1547845200000,3593.89,3605,3590.16,3600.5,616.5763509999996,5116,1
1547848800000,3600.65,3609.19,3596.65,3598.68,686.5285960000003,5171,1
1547852400000,3598.29,3605.92,3588.5,3594.87,528.1557979999998,8497,1
1547856000000,3594.87,3610,3594.23,3597.85,633.7848459999996,7880,1
1547859600000,3598.19,3603,3596.12,3602.5,610.9131699999999,5297,1
1547863200000,3602.52,3614.79,3600.72,3605.07,772.514552,5956,1
1547866800000,3604.26,3609.5,3602.95,3606.13,512.210852,4502,1
1547870400000,3605.04,3608.73,3604,3606.9,347.6682269999999,3774,1
1547874000000,3606.66,3615,3602,3608,454.49174199999993,4819,1
1547877600000,3608,3610.89,3600.72,3602.11,458.98466599999983,4390,1
1547881200000,3602.11,3606.02,3600.72,3604.4,402.46498799999995,4072,1
1547884800000,3604.42,3614.98,3604.01,3613.2,625.458339,5579,1
1547888400000,3613.81,3616.4,3611.01,3614.53,514.5317919999997,5043,1
1547892000000,3614.48,3720,3613.4,3698.1,6346.451492000005,28064,0
1547895600000,3698.1,3702.5,3687.91,3695.38,1574.9082229999997,9813,0
1547899200000,3695.78,3697.6,3689.07,3692.77,988.3991260000001,6548,0
1547902800000,3692.63,3692.95,3681.84,3686.36,880.0448410000002,6568,0
1547906400000,3686.34,3689.64,3681.94,3685.28,723.033374,5927,0
1547910000000,3685.28,3692.8,3684.45,3685.74,708.9662609999999,6569,0
1547913600000,3685.64,3692.74,3684.5,3691.17,584.334454,6376,0
1547917200000,3691.81,3694.47,3688.68,3691.57,575.8714100000002,6580,0
1547920800000,3691.6,3695.98,3662.2,3682.35,1689.437957,11071,0
1547924400000,3682.33,3689.76,3677.59,3686.53,873.034319,7159,0
1547928000000,3686.56,3688,3670.64,3683.4,677.1206530000002,5982,0
1547931600000,3684.13,3689.23,3676.42,3681.71,405.180112,4444,0
1547935200000,3682.47,3687,3673.42,3678.14,373.63600700000006,4400,0
1547938800000,3678.16,3679.39,3665.3,3665.3,438.13671999999985,4789,0
1547942400000,3665.75,3673.86,3655,3673.86,724.8731050000002,6327,0
1547946000000,3673.81,3686,3673.72,3680.01,780.1934440000001,5622,0
1547949600000,3680,3684.63,3676.39,3680.19,473.1493119999999,4902,0
1547953200000,3680.59,3686,3679.16,3680.72,405.49177399999996,4483,0
1547956800000,3681.31,3686,3679.02,3679.93,441.77954200000005,4879,0
1547960400000,3679.61,3681.25,3673.42,3673.87,369.5202800000001,4120,0
1547964000000,3673.87,3679.43,3668.3,3675.42,730.0581249999998,5738,0
1547967600000,3675.42,3682.73,3671.82,3678.87,548.701174,4553,0
1547971200000,3678.2,3683.84,3674.76,3682.19,482.667619,5108,0
1547974800000,3682.26,3693.73,3672.8,3682.07,812.4286519999999,6208,0
1547978400000,3681.24,3683.03,3674.01,3680,806.5476949999996,5572,0
1547982000000,3679.98,3682.47,3572,3580,5165.152966999999,24974,0
1547985600000,3580,3589.66,3475,3516.01,6069.771977000002,28953,0
1547989200000,3515.99,3535.46,3510.12,3526.38,2267.514123000001,12461,0
1547992800000,3526.31,3539,3522.51,3529.38,1165.820449,8234,0
1547996400000,3529.39,3532.84,3508,3524.63,971.3882189999998,7565,0
1548000000000,3524.57,3537.6,3511.2,3527.63,968.1993900000003,8284,0
1548003600000,3527.64,3529.5,3513.99,3524.11,826.2445539999999,6516,0
1548007200000,3523.96,3529.68,3516.89,3523,487.312178,6287,0
1548010800000,3523.02,3525.08,3513.44,3518,568.7902099999999,5943,0
1548014400000,3517.99,3544.51,3510.28,3534,993.7479539999999,7943,0
1548018000000,3533.58,3547.09,3530.68,3541.05,753.4916560000001,7285,0
1548021600000,3541.39,3554.29,3538.29,3546.2,513.9414390000001,5573,0
1548025200000,3546.2,3547.77,3524,3539.28,575.15276,5530,0
1548028800000,3539.26,3549.07,3537.94,3539,700.1160189999998,6094,0
1548032400000,3539,3544.77,3531.9,3539.61,499.241032,5343,0
1548036000000,3537.19,3547,3535.01,3535.81,689.4704839999997,5205,0
1548039600000,3535.81,3536.68,3520,3530.95,773.444269,5350,0
1548043200000,3530.85,3534.94,3501,3523.86,1064.1019209999995,7810,0
1548046800000,3523.01,3527.29,3516,3525.88,626.9458569999998,5303,0
1548050400000,3525.65,3537,3520,3527,728.337501,6108,0
1548054000000,3527,3530,3511.47,3526.83,714.0635109999996,5926,0
1548057600000,3526.82,3527.98,3516.35,3523.65,564.8534950000001,5137,0
1548061200000,3524.28,3539.04,3520.21,3525.29,771.6881889999999,6313,0
1548064800000,3524.61,3547.26,3522.9,3532.01,1117.1967899999997,8322,0
1548068400000,3532,3550,3527.19,3545.05,1094.194544,8137,0
1548072000000,3545.07,3546.98,3534.03,3538.95,708.57123,5743,0
1548075600000,3538.5,3559.51,3530,3536.41,1169.8000109999996,7419,0
1548079200000,3536.29,3539.95,3525.1,3526.14,845.8974269999997,7156,0
1548082800000,3526.84,3535.72,3518.32,3528.17,1032.2485760000004,7648,0
1548086400000,3528.16,3540.81,3527.31,3536.75,767.7114380000003,6718,0
1548090000000,3536.75,3539.48,3530,3533.76,647.9514689999999,5805,0
1548093600000,3533.71,3535.35,3520.9,3534.98,749.491602,5153,0
1548097200000,3534.3,3540.22,3526,3528.82,506.213469,4574,1
1548100800000,3528.78,3531.72,3524.62,3530.4,431.72704099999993,4007,1
1548104400000,3530.42,3533.07,3501,3513,967.7680860000004,7207,1
1548108000000,3512.48,3527.98,3475.5,3522.14,1693.7603000000006,10359,1
1548111600000,3522.14,3534.34,3521.81,3526.9,779.642578,5363,1
1548115200000,3526.88,3537.87,3523,3534.39,846.6785100000002,5811,1
1548118800000,3534.99,3540,3532,3535.52,583.6133510000002,4927,1
1548122400000,3535.44,3550,3529,3529.23,588.8456249999999,4934,1
1548126000000,3530.75,3547.33,3514.43,3523,1042.082432,6991,1
1548129600000,3523.66,3590.51,3500.04,3523.86,2294.868401,6869,1
1548133200000,3523.86,3534.8,3515,3520.62,711.1482129999997,4582,1
1548136800000,3520.64,3521.9,3511.94,3514.95,579.667455,5038,1
1548140400000,3514.95,3518,3510,3515.7,579.0948570000003,4487,1
1548144000000,3516.58,3530.9,3515.07,3530.41,694.986904,5579,1
1548147600000,3530.41,3532,3510,3511.29,697.078964,5419,1
1548151200000,3510.13,3524.11,3495.5,3514.85,1279.4234430000001,6970,1
1548154800000,3514.85,3540,3434.85,3535.15,4870.586854999998,19388,1
1548158400000,3535.15,3570.32,3520,3551.02,3005.1297099999983,14665,0
1548162000000,3551.02,3560,3535.94,3550.51,1469.600031,8376,0
1548165600000,3550.51,3578,3543.47,3562.02,1223.7651369999999,10394,0
1548169200000,3562,3585,3555.45,3577.32,1437.8137009999998,9301,0
1548172800000,3577.33,3590.36,3560,3571.76,1368.9655000000005,9142,0
1548176400000,3571.74,3586.91,3561.82,3580.08,803.9810819999999,7489,0
1548180000000,3580.08,3590.8,3567.01,3588,1142.770971,8481,0
1548183600000,3589.71,3608.5,3575,3578.46,1542.8847360000002,9966,0
1548187200000,3578.89,3596.01,3578.15,3584.28,609.127763,5915,0
1548190800000,3584.28,3590.19,3564.51,3565.26,843.7978050000003,6851,0
1548194400000,3565.31,3579.67,3561.94,3577.99,575.2222589999999,5845,0
1548198000000,3577.74,3582.01,3564.01,3570.93,545.3092620000001,5367,0
1548201600000,3570.41,3580.86,3566.24,3574.99,502.32593099999985,4929,0
1548205200000,3574.9,3579.62,3571.29,3577.65,425.23934699999995,5034,0
1548208800000,3576.84,3589.95,3576,3588.52,582.1086909999999,5633,0
1548212400000,3588.52,3599.76,3575.37,3581.31,758.7612390000002,6494,0
1548216000000,3582.07,3583.01,3563,3570.24,1048.0144040000002,6630,0
1548219600000,3570.02,3575.56,3569.52,3574,606.9813890000001,5458,0
1548223200000,3573.15,3580.32,3573.15,3576.98,568.1148549999999,5032,0
1548226800000,3576.27,3577,3556.62,3561.73,800.6721269999999,6252,0
1548230400000,3561.75,3573.63,3551.92,3569.03,1067.3455470000004,7495,0
1548234000000,3569.04,3569.45,3560,3561.68,832.6710390000002,6711,0
1548237600000,3561.51,3574.64,3559.46,3573.89,848.662289,6186,0
1548241200000,3574.01,3582.96,3568.56,3577.8,965.4724130000002,7097,0
1548244800000,3577.8,3579.02,3568,3568.98,805.6502940000003,6191,0
1548248400000,3568.99,3589,3568.14,3586.75,1219.620464,7456,0
1548252000000,3586.71,3607.98,3543.99,3567.83,2746.4927749999993,15237,0
1548255600000,3568.23,3580.11,3547.44,3549.07,1291.639464,8395,0
1548259200000,3549.09,3572.19,3547.49,3570.8,974.1030439999998,7191,0
1548262800000,3571.42,3574.21,3566.08,3569.01,585.750985,5513,0
1548266400000,3568.9,3573,3563,3571.18,528.285249,4996,0
1548270000000,3571.11,3572.52,3533.39,3533.4,1824.244267,11460,0
1548273600000,3533.4,3548.4,3514.5,3534.11,3446.6177399999997,21740,0
1548277200000,3533.62,3544.71,3526,3544.5,1156.9671910000002,8393,0
1548280800000,3544.07,3555,3542.87,3552,759.3984310000001,7648,0
1548284400000,3551.99,3554.5,3541.13,3552.82,593.7035229999999,5321,0
1548288000000,3552.97,3555,3542,3551.51,547.4392520000001,4898,0
1548291600000,3551.52,3553.57,3529.22,3536,929.0919610000001,7384,0
1548295200000,3536,3550.91,3530.04,3547.14,850.6071909999997,6905,0
1548298800000,3547.14,3550,3530.45,3532.57,704.262277,6289,0
1548302400000,3532.57,3541.69,3531.76,3540,592.2859399999998,5448,0
1548306000000,3539.59,3544.28,3532,3533.59,602.4104910000002,5367,0
1548309600000,3534.19,3539.57,3532.88,3536.81,606.9272820000001,4928,0
1548313200000,3536.81,3550.61,3535.81,3546.33,927.6829100000002,5910,0
1548316800000,3546.47,3552.12,3541.46,3548.84,691.341956,5520,0
1548320400000,3548.84,3550,3540.4,3547.88,841.4928649999998,6062,0
1548324000000,3547.99,3549,3538,3543.1,735.9726509999998,4733,0
1548327600000,3543.1,3572.59,3532.6,3563.23,1563.9790089999992,9791,0
1548331200000,3562.15,3569.44,3551.56,3568.95,1028.858217,6032,0
1548334800000,3569.12,3576.97,3556.01,3560.15,1133.1601380000002,8973,0
1548338400000,3560.15,3573.99,3554.97,3562,1058.256802,8915,0
1548342000000,3562.85,3562.86,3547.09,3553.41,978.1900980000001,6193,0
1548345600000,3553.44,3556.99,3547.28,3554.69,677.8935329999999,5368,0
1548349200000,3554.23,3557.5,3543.26,3549.22,961.7384499999998,5859,0
1548352800000,3549.15,3558.92,3549.04,3555.88,702.8110250000001,5137,0
1548356400000,3555.86,3589,3555.5,3574.93,1744.8401490000003,10005,0
1548360000000,3574.78,3587.27,3562.01,3568.05,1093.727694,8286,0
1548363600000,3568.05,3569.62,3564.1,3569.56,469.96172099999995,4795,0
1548367200000,3569.56,3576.99,3566.63,3566.65,529.679926,5207,0
1548370800000,3566.5,3577.27,3553.88,3569.62,853.6396420000002,5822,0
1548374400000,3569.07,3574.3,3566.03,3569.83,453.30313600000005,4635,0
1548378000000,3569.83,3587.15,3565.03,3578.39,574.8535670000001,4657,0
1548381600000,3578.39,3579.68,3565.65,3566.92,458.176597,4571,0
1548385200000,3566.95,3574.91,3565,3568.06,363.1954990000001,3719,0
1548388800000,3568.06,3571,3567.3,3570.66,387.51286799999997,3645,0
1548392400000,3569.92,3570.8,3551,3565.52,853.9455719999999,5787,0
1548396000000,3564.8,3569.35,3555,3567.14,451.9770590000001,3843,0
1548399600000,3567.12,3571.99,3559.55,3568.48,588.472841,5439,1
1548403200000,3568.48,3568.56,3522.51,3549.67,1815.4124479999998,10476,1
1548406800000,3549.7,3564.65,3543.38,3557.28,1154.415091,8371,1
1548410400000,3557.51,3557.69,3540,3544.53,898.1577439999999,6392,1
1548414000000,3544.97,3562.58,3532.3,3541.97,1449.6525539999998,9102,1
1548417600000,3541.97,3552.61,3536.95,3548.7,902.6926280000002,6509,1
1548421200000,3548.72,3558,3544,3553.14,625.652267,9588,1
1548424800000,3553.14,3563.01,3547.01,3563.01,803.3903220000001,8639,1
1548428400000,3563.01,3568.79,3553.97,3566.92,951.8227750000002,8666,1
1548432000000,3566.44,3571,3553.78,3557.73,691.046028,7461,1
1548435600000,3557.12,3564.14,3553.54,3561.53,631.7313710000001,4902,1
1548439200000,3561.42,3562.54,3540.4,3545.3,843.7989750000002,5876,1
1548442800000,3545.32,3554,3540.35,3553.21,718.7180870000002,5268,1
1548446400000,3553.21,3559,3546.89,3558.06,337.672048,3742,1
1548450000000,3557.09,3570,3556.64,3562.77,794.8675830000002,4974,1
1548453600000,3563.23,3574,3559.43,3569.03,543.347913,4244,1
1548457200000,3569.73,3571.44,3564.15,3565.29,314.53169799999984,3686,1
1548460800000,3566.69,3571.64,3561.73,3562.68,417.695486,3966,1
1548464400000,3562.85,3568.49,3561.17,3566.9,359.1871650000001,3431,1
1548468000000,3567.3,3576.12,3561.18,3575.83,400.6238059999996,3876,1
1548471600000,3575.83,3583,3564.14,3577,1187.8390279999999,6050,1
1548475200000,3578.07,3581.95,3570.7,3572.61,656.4591120000001,4207,1
1548478800000,3572.6,3575,3567.6,3574.84,473.816455,3609,1
1548482400000,3574.07,3589,3573.93,3581.14,826.7624500000002,4900,1
1548486000000,3581.14,3662.94,3572.02,3620.58,3083.0480870000015,13891,0
1548489600000,3620.37,3624.06,3599,3602.03,1430.8505879999998,7800,0
1548493200000,3602.97,3607.17,3594.14,3597.27,911.629777,6006,0
1548496800000,3597.05,3604.39,3592.58,3595.94,691.6615749999997,4592,0
1548500400000,3595.96,3597.84,3587,3589.93,711.079817,4212,0
1548504000000,3589.93,3589.93,3573.7,3585.57,1007.3403129999998,5703,0
1548507600000,3586.33,3595.2,3585.31,3586.76,722.5495090000002,5545,0
1548511200000,3586.42,3590.27,3579.29,3585.66,650.0383179999999,5067,0
1548514800000,3585.79,3586.64,3545,3557.72,1855.300974,9227,0
1548518400000,3558.01,3566,3553.79,3562.2,795.3225810000001,5663,0
1548522000000,3562.18,3570.69,3558.9,3568.63,823.8705210000002,5687,0
1548525600000,3568.97,3572.74,3565.15,3569.42,460.4719020000002,4332,0
1548529200000,3569.98,3571.31,3565.2,3567.55,559.0862430000002,4167,0
1548532800000,3567.55,3572,3562.01,3563.71,416.9936270000002,4179,0
1548536400000,3563.76,3569.4,3562.71,3565.59,297.4463230000002,3557,0
1548540000000,3565.59,3576.76,3564.1,3574.18,322.832106,3510,0
1548543600000,3574.41,3575,3562.11,3565.25,414.6265809999997,3776,0
1548547200000,3565.62,3574.51,3539.16,3570,1131.7120980000004,8064,0
1548550800000,3570,3573.95,3558.88,3568.84,645.6351400000002,4764,0
1548554400000,3569.18,3579,3568.79,3577.44,498.24403899999993,4545,0
1548558000000,3577.44,3578.92,3570.04,3578.46,381.36488199999985,3969,0
1548561600000,3578.46,3578.92,3562.58,3565.08,697.4137789999999,5365,0
1548565200000,3565.45,3566.24,3557.65,3561.25,471.30173500000006,4265,0
1548568800000,3561.13,3567.17,3560.22,3562.08,441.59927200000004,3558,0
1548572400000,3563.6,3566.49,3554.18,3562.01,544.275109,4362,0
1548576000000,3562.77,3570.86,3562,3566.31,699.988999,5170,0
1548579600000,3566.29,3566.52,3544.3,3552.34,1053.4366870000001,6521,0
1548583200000,3552.34,3556.46,3537.88,3541.99,1397.5455499999994,9156,0
1548586800000,3541.99,3552,3526.41,3546.73,1602.0322210000004,8853,0
1548590400000,3546.17,3551.76,3539.74,3544.68,826.2822890000001,9523,0
1548594000000,3545.22,3547.77,3532,3543.56,1302.245521,8470,0
1548597600000,3543.52,3562.25,3486,3557.1,4505.2023610000015,18529,0
1548601200000,3557.1,3568,3548.47,3556.53,1311.8131040000005,7414,0
1548604800000,3557.31,3565.01,3554.89,3562.59,693.792649,5948,0
1548608400000,3562.59,3574.57,3543.07,3563.49,1261.069046,6866,0
1548612000000,3564.28,3564.5,3555.8,3557.13,786.0834829999999,5489,0
1548615600000,3557.13,3564.9,3557.1,3564.29,398.3697450000002,4793,0
1548619200000,3563.69,3571.09,3563.49,3568.68,462.19904599999995,4732,0
1548622800000,3568.59,3569.33,3556,3558.71,617.804483,4857,0
1548626400000,3559.44,3562.91,3552.72,3560.72,493.0961599999999,4835,0
1548630000000,3560.72,3562.6,3546.03,3550.84,513.090764,4607,0
1548633600000,3550.05,3557.75,3540.01,3548.12,796.7172699999999,5839,0
1548637200000,3548.99,3554.98,3521.08,3523.78,1013.40363,7409,0
1548640800000,3524.74,3536.42,3510,3517.05,1501.513846,9434,0
1548644400000,3517.06,3521.83,3477.47,3481.64,3176.711275,18577,0
1548648000000,3481.65,3499.51,3462.61,3479.01,2090.475045999999,11598,0
1548651600000,3479.01,3480.57,3435,3438.22,3058.9119969999997,14088,0
1548655200000,3438.86,3460.64,3405,3451.3,3713.581070999998,17723,0
1548658800000,3452.23,3471.58,3449.07,3454.4,1551.825996,9684,0
1548662400000,3453.72,3454.34,3426,3431.93,1307.20905,8630,0
1548666000000,3430.88,3453,3430.86,3452.5,1245.523318,7987,0
1548669600000,3452.1,3452.88,3435.15,3435.46,913.326992,7488,0
1548673200000,3436.43,3442.3,3410.02,3427.57,1398.3711560000002,9618,0
